0.000940 0.000452 0.000338 0.000199 0.000155 0.000085 0.000010 0.000064 -0.000060 -0.000017 -0.000050 0.000060 
1.114227 -0.153792 0.808798 0.397099 -0.041069 -0.112208 0.032156 0.018040 0.116958 0.046035 0.064985 0.192149 
2.304979 1.123444 0.411277 0.009265 -0.099214 -0.001413 0.150736 0.117247 0.060074 0.056964 0.001396 -0.008034 
1.681787 0.338963 0.544482 0.329250 0.118619 0.228122 0.085958 0.061941 0.070107 0.067428 0.121296 0.100442 
1.871061 0.856087 -0.439054 -0.092757 -0.433134 0.143682 0.267067 0.102193 0.105660 0.000586 0.123371 0.035514 
2.672013 0.333286 0.302336 -0.007027 -0.165397 -0.054956 0.252331 -0.054066 -0.235335 -0.055276 -0.013811 -0.032749 
1.410156 -0.000188 0.838873 0.698271 0.098754 0.016582 -0.072039 -0.227663 0.043507 0.003872 -0.220871 -0.098643 
0.835641 0.191539 0.493583 0.487618 0.236368 0.200690 0.179588 0.236613 0.298887 0.181406 0.013470 0.121507 
1.949693 0.148203 0.462123 0.108542 0.372818 -0.024636 0.081676 -0.006703 -0.209802 -0.081183 0.036188 0.146395 
2.338520 -0.077122 0.045496 0.389450 0.030185 -0.083726 -0.024535 -0.025543 0.079633 0.210367 0.183957 0.075272 
2.124029 0.537105 0.285895 -0.141634 0.101862 -0.437473 0.161012 0.198127 -0.159233 -0.225681 -0.182603 0.047344 
1.765654 0.490116 0.597016 0.686717 0.352598 0.018878 -0.017865 -0.003308 0.056387 0.017876 0.022573 0.048781 
2.060677 1.319076 0.368954 0.081601 -0.437698 -0.195960 0.296333 -0.075170 0.080164 0.152916 0.048007 -0.089291 
2.302208 0.451199 -0.342204 0.030368 -0.038564 0.098954 0.149666 -0.081416 0.059019 0.095111 0.256933 0.139505 
0.778271 0.182219 1.123381 0.739331 -0.099282 -0.079785 0.254279 -0.095540 -0.073229 -0.098293 0.033602 -0.005006 
1.214667 0.666986 0.492157 0.392851 0.286774 0.242411 0.197577 0.182979 0.167047 0.163658 0.160260 0.115991 
1.573688 0.163135 0.218659 0.334501 0.260125 0.139463 0.059024 0.018207 0.069921 0.143248 0.060160 0.057820 
1.971521 -0.309164 0.639908 0.496605 0.057734 -0.149200 -0.117172 -0.168955 -0.016573 0.065053 -0.052076 0.021929 
2.463555 1.388726 0.717485 0.154729 -0.055161 -0.062267 0.140579 0.199855 0.038972 -0.022658 -0.044432 -0.153798 
1.343348 0.554655 0.627452 0.527696 0.282947 0.177093 0.241687 0.108885 0.035104 0.070048 0.171394 0.095648 
1.873090 1.275998 -0.100188 -0.182863 -0.633417 -0.040865 0.275912 -0.045097 0.190158 0.066427 0.019426 -0.083614 
2.900616 0.731261 0.348582 0.139632 -0.390925 -0.248382 0.263283 0.126373 -0.082051 0.006683 0.056656 -0.089681 
1.574770 -0.030398 0.834793 1.046217 0.008573 -0.127808 -0.044262 -0.057260 -0.011524 -0.150555 -0.174841 -0.027999 
0.851369 0.385249 0.425083 0.352372 0.259529 0.356966 0.284228 0.129206 0.220589 0.299625 0.144328 0.095764 
2.461450 0.016240 0.213969 0.404791 0.102173 -0.033429 0.075805 -0.121278 -0.162170 -0.034003 0.077244 0.096312 
1.314477 -0.273445 -0.032315 -0.062479 0.232548 0.054405 -0.055121 -0.045154 0.228221 0.255964 0.221469 0.170309 
2.272020 0.799735 0.709142 -0.128401 -0.119932 -0.553477 0.182356 0.216609 -0.188727 -0.003196 -0.022385 -0.061517 
1.749767 1.104743 0.932575 0.578235 0.266205 0.134161 0.075010 0.031606 -0.050501 -0.073212 -0.004371 -0.040171 
2.535941 0.815475 0.502805 -0.068042 -0.614033 -0.234136 0.208421 -0.089414 -0.020997 0.137470 -0.006275 -0.137583 
2.698359 -0.102693 -0.085430 0.119548 -0.232298 -0.026906 0.216419 0.016094 -0.106171 0.116129 0.270891 0.185020 
1.368491 0.269917 1.093334 0.783166 -0.133058 -0.067974 -0.076762 0.027676 -0.186588 -0.261443 -0.059688 -0.014872 
1.069837 0.580879 0.423831 0.343558 0.296175 0.269395 0.248568 0.233813 0.226869 0.222341 0.217758 0.131344 
